-893|-131.5658542968148
-86|-767.7443410465168
-560|65.04542045951348
-954|-810.6935631520307
-154|635.407354823773
-566|-852.0261130369646
-276|-73.13122999543077
-725|-38.44047679454275
-961|-957.6924278650374
-540|-382.52677671979757
900|715.8950318163329
559|-812.0100944344093
-69|-718.158095864113
124|615.5313265815487
-438|529.2287058805632
894|533.0816125568479
5|457.5358922662624
9|-835.4963271714868
-950|183.29846247447313
766|-543.1540323255224
-669|560.1478727577362
507|-697.9475858978983
344|304.4690584243456
273|-360.47384902053193
350|-587.7778471791642
-97|689.3081173730068
-924|877.4624351062323
-632|-407.94629209872846
191|-38.98321561463922
-902|162.98889643819894
-491|803.1463875337574
327|345.05437886328104
-825|183.80143290235947
-922|274.0634734656728
-521|-862.8352003763538
-548|-105.98902321522166
-959|808.2384527182207
623|568.5206587239807
-678|-700.0284402915948
-364|-876.2042765480378
-673|-182.53209006928842
706|-729.8334613534757
-394|290.99333609126757
-960|-493.8640690885412
-264|818.9587770703204
-219|-512.1794999960673
269|963.7497298491046
-191|-863.0637486843935
256|-782.1909723133133
21|-564.0539337877965
-50|-59.66763905752521
-175|-847.8802478924868
499|912.2836498768972
305|445.46018155332763
452|-61.48367707177022
322|345.0693100176113
130|-688.757686000494
-240|-485.2325276514216
586|-256.08808066263623
-721|124.44727500230942
-520|-40.95338542861748
539|540.9354976697555
-948|784.2307016619868
333|-579.2171705932685
251|-516.1848487092172
-670|333.0901641012315
-136|-277.92675079592084
62|-280.7115754311767
421|746.3589188084293
155|882.3213118370368
249|-620.0224633768698
305|-168.2685234872214
-78|-835.507465725141
81|452.0085688931795
489|-152.81004219533668
-152|-776.7868406004121
-91|-410.58285102128855
-533|41.789400454116276
-569|846.7384572057485
814|-276.6082195461332
-168|-978.904356446922
626|547.6644314735931
890|592.5871109880763
-794|-397.1947158779045
367|-655.3623017811059
-98|707.9883708628004
-738|-958.4071825579019
441|-144.3394307621519
54|271.87493927981063
105|486.9894815926798
-344|-480.23544227193327
514|402.39649663216983
619|781.516026709286
983|-508.1681771286455
619|-871.5321904197135
175|-46.073525869285504
-458|-172.64622593473678
-176|-451.32015756745454
-402|-356.35567708811107
-787|65.15856162202476
